project,filename,journey_type,journey_kind,brand_name,size_kb,base64_image_count,base64_kb,css_kb,js_kb,step_count,screen_count,colors,step_labels,message_samples
jkcement,jk_cement_field_ops_expense.html,field_ops_expense,canonical,JK Cement,8685,24,8327,72,16,15,24,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Admin Creates Group | ZoAi Capability Panel | Start Day &amp; Clock-In | Request Plan | Travel &amp; Check-In | Order Capture &amp; Review | Order Submit &amp; Notify | Competitor Insights | Realtime ASM Communication | PWA App Installation | Field Ops Command Center | DSR Files Expense Claim | Manager Approval Queue | Manager Reviews &amp; Approves | DSR Receives Notifications | Screen 1 · Create Group | Screen 2 · Add Members | Screen 3 · Group Created | Screen 1 · Clock-In Command | Screen 2 · Clock-In Confirmed | Screen 1 · Plan Command | Screen 2 · Visit List | Screen 1 · Check-In Command | Screen 2 · Check-In Confirmed | Screen 1 · Order Capture | Screen 2 · Order Created | Screen 1 · PWA Order Review | Screen 2 · Retailer DM (Template) | Screen 3 · Group · Deepak's View | Screen 1 · Notes Capture | Screen 2 · Field Activity Log | Screen 1 · Competitor Follow-Up | Screen 2 · Outstanding Reminder &amp; Ledger | Screen 1 · PWA Hamburger Menu | Screen 2 · App Added to Home Screen | Screen 3 · Works Offline | Screen 4 · Beat Plan — Today's Visits | Screen 1 · Activity History | Screen 2 · Team Performance Report,
jkcement,jk_cement_index.html,,hub,JK Cement,542,7,522,10,1,0,0,{},,
jkcement,jk_cement_order_to_cash.html,order_to_cash,canonical,JK Cement,12198,40,11927,47,12,11,26,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Self Service Ordering | Catalog Browse &amp; Order | AI Order Capture | Back Office Order Fulfilment | Order Confirmed Notification | SAP Integration Architecture | Invoice &amp; Dispatch | Cash Discount &amp; Payment Reminder | Payment Received | Credit Note &amp; Ledger | Self Service Navigation Menu | Screen 1 · Self Service Menu | Screen 2 · Browse Products | Screen 3 · Product Selection | Screen 1 · Browse Products Catalog | Screen 2 · Cart Review | Screen 3 · Order Received | Screen 1 · Dealer Sends Order Note | Screen 2 · Draft Order | Screen 3 · Cart &amp; Checkout | Screen 1 · Orders to Process | Screen 2 · Order Review &amp; Accept | Screen 1 · Order Confirmed | Screen 2 · Order Details — Read Only (PWA) | ZoTok × SAP Integration Architecture | Screen 1 · New Invoice | Screen 2 · Dispatch Notification | Screen 1 · Cash Discount Expiring | Screen 2 · Payment Due Soon | Screen 1 · Payment Received | Screen 2 · Division Selection | Screen 3 · Settlement Confirmation | Screen 1 · Credit Note Issued | Screen 2 · Ledger Statement | Screen 3 · Ledger Page | Screen 1 · Navigation Menu | Screen 2 · Order History,Open Menu || View Products || Please process this order 🙏 || 📋 Received your order note! ZoTok AI is reading it now... || Please process this order 🙏
jkcement,jk_cement_retailer_loyalty.html,retailer_loyalty,canonical,JK Cement Retail Connect,171,2,61,39,6,12,0,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Scheme Communication | Retailer Home Menu | Invoice Upload Flow | Invoice Processing | Invoice Acknowledgment | Scheme Progress Update | Milestone Achievement | Invoice Ledger View | Earnings Dashboard | Engagement Nudges | Validation &amp; Exceptions | Brand Intelligence | Screen 1 · Scheme Communication | Screen 1 · Retailer Menu | Screen 1 · Invoice Upload | Screen 2 · Upload Guidance | Screen 1 · Processing State | Screen 1 · Invoice Acknowledgment | Screen 1 · Scheme Progress | Screen 1 · Milestone Achievement | Screen 1 · Invoice Ledger | Screen 1 · Earnings Dashboard | Screen 1 · Engagement Nudge,
jkcement,jk_cement_retailer_onboarding.html,retailer_onboarding,canonical,JK Cement,3180,55,2774,38,12,13,38,"{""brand"": ""#E30613"", ""brand-dark"": ""#B30510"", ""accent"": ""#1C1C1C""}",Retailer Onboarding | Welcome &amp; Self Service | Campaigns &amp; Queries | Scheme &amp; Product Queries | Self Service Ordering | Catalog Browse &amp; Order | AI Order Capture | Order → Distributor → DMS | 🏭 Distributor Confirmation | 🏭 Order to Invoice | Invoice &amp; Payment | 🏭 Collect Digital Orders | 🏭 Collect Payments | Screen 1 · Activation Campaign | Screen 2 · Retailer Registration | Screen 3 · Application Under Review | Screen 3 · Registration Successful | Screen 4 · Self Service Menu | Screen 1 · Monsoon Scheme Campaign | Screen 2 · Product Category Selection | Screen 3 · Price List Response | Screen 1 · Monsoon Protection Scheme | Screen 2 · Retailer Asks — AI Typing | Screen 3 · AI Explains Scheme | Screen 1 · Self Service Menu | Screen 2 · Browse Products | Screen 3 · Product Selection | Screen 1 · Browse Products Catalog | Screen 2 · Cart Review | Screen 3 · Order Received | Screen 1 · Retailer Sends Order Note | Screen 2 · Draft Order | Screen 3 · Cart &amp; Checkout | Screen 1 · Order Alert on Distributor WhatsApp | Screen 2 · Distributor Reviews &amp; Confirms | Screen 3 · Auto-Sync to DMS + Retailer Notified | Screen 1 · DT Receives Order | Screen 2 · DT Order Review | Screen 3 · DT Accepts Order | Screen 1 · Distributor Menu | Screen 2 · Orders to Process | Screen 3 · Upload Invoice | Screen 1 · Invoice Shared | Screen 2 · Payment Reminder | Screen 3 · Payment Received | Screen 1 · Distributor Menu | Screen 2 · Select Retailers | Screen 3 · Order Nudge to Retailer | Screen 1 · Distributor Menu | Screen 2 · Pending Invoices | Screen 3 · Payment Reminder,Register Now || Open Menu || View Products || Price List || Monsoon Scheme
lucky_seeds,journey_retailer_ordering.html,order_to_cash,inferred,Lucky Seeds,69,0,0,13,2,7,11,"{""brand"": ""#2E7D32"", ""brand-light"": ""#4CAF50"", ""brand-dark"": ""#1B5E20""}",Campaign Message | Product Catalog | Order Note → Structured | Distributor Confirmation | Invoice Shared | Payment Reminder &amp; UPI | ZoPs Loyalty Points | Buyer — Kishor Agro Stores | Catalog Browse | Cart Review | Retailer Sends Order Note | ZoTok Structured Order | Distributor Receives Order | Distributor Confirms | Buyer — Kishor Agro Stores | Payment Reminder | Payment Received | Buyer — Kishor Agro Stores,Please process this order 🙏 || 📋 Received your order note! ZoTok AI is processing it now... || ✅ Order extracted successfully! Confirming details below. || Order LSMS-2847 received. Checking stock levels now. || Order confirmed ✅ All items in stock. Dispatching 31 March 2026.
pmcona,journey_phase1_retailer_activation.html,retailer_activation,canonical,PM Cona,76,0,0,16,1,0,0,"{""brand"": ""#E30613"", ""accent"": ""#FFD200""}",,Scheme jaaniye || Products dekhein || Yahan hain PM Cona MCB range ke top products 👇 || Sawaal poochein || Zaroor! 😊 Aap koi bhi product ya technical sawaal pooch sakte hain. Hum Hinglish mein jawab dete hain.
sundar_masala,journey_campaigns_queries.html,campaigns_queries,canonical,Sunder Masala,872,13,777,25,9,3,9,"{""brand"": ""#E8201E"", ""brand-dark"": ""#C41A18"", ""accent"": ""#FFD700""}",Campaigns &amp; Queries | Scheme &amp; Product Queries | Scheme &amp; Loyalty Queries | Screen 1 · Diwali Festive Campaign | Screen 2 · Product Category Selection | Screen 3 · Price List Response | Screen 1 · Pure Spices Scheme | Screen 2 · Retailer Asks — AI Typing | Screen 3 · AI Explains Scheme | Screen 1 · Retailer Scheme Query | Screen 2 · Retailer Scheme Query | Screen 3 · Retailer Scheme Query,View Products || Price List || Diwali Scheme || Scheme thoda detail mein batao || Scheme thoda detail mein batao
sundar_masala,journey_dt_fulfillment_payment.html,dt_fulfillment_payment,canonical,Sunder Masala,466,18,289,25,9,5,15,"{""brand"": ""#E8201E"", ""brand-dark"": ""#C41A18"", ""accent"": ""#FFD700""}",Distributor Confirmation | Order to Invoice | Invoice &amp; Payment | Collect Digital Orders | Collect Payments | Screen 1 · DT Receives Order | Screen 2 · DT Order Review | Screen 3 · DT Accepts Order | Screen 1 · Distributor Menu | Screen 2 · Orders to Process | Screen 3 · Upload Invoice | Screen 1 · Invoice Shared | Screen 2 · Payment Reminder | Screen 3 · Payment Received | Screen 1 · Distributor Menu | Screen 2 · Select Retailers | Screen 3 · Order Nudge to Retailer | Screen 1 · Distributor Menu | Screen 2 · Pending Invoices | Screen 3 · Payment Reminder,"Order accepted ✅ All items verified. Dispatching by 19 April 2026. || 
                    Hello  || 
                    Hello  || 
                    Hello "
sundar_masala,journey_order_to_cash.html,order_to_cash,canonical,Sunder Masala,1811,24,1706,25,8,3,9,"{""brand"": ""#E8201E"", ""brand-dark"": ""#C41A18"", ""accent"": ""#FFD700""}",Self Service Ordering | Catalog Browse &amp; Order | AI Order Capture | Screen 1 · Self Service Menu | Screen 2 · Browse Products | Screen 3 · Product Selection | Screen 1 · Browse Products Catalog | Screen 2 · Cart Review | Screen 3 · Order Received | Screen 1 · Retailer Sends Order Note | Screen 2 · Draft Order | Screen 3 · Cart &amp; Checkout,Register Now || Open Menu || View Products || Please process this order 🙏 || 📋 Received your order note! ZoTok AI is reading it now...
sundar_masala,journey_retailer_activation.html,retailer_activation,canonical,Sunder Masala,200,6,124,27,8,2,5,"{""brand"": ""#E8201E"", ""brand-dark"": ""#C41A18"", ""accent"": ""#FFD700""}",Retailer Onboarding | Welcome &amp; Self Service | Screen 1 · Activation Campaign | Screen 2 · Retailer Registration | Screen 3 · Application Under Review | Screen 3 · Registration Successful | Screen 4 · Self Service Menu,Register Now || Open Menu
sundar_masala,journey_retailer_loyalty_invoice_collection.html,retailer_loyalty,canonical,Sunder Retail Connect,103,2,21,34,5,12,0,"{""brand"": ""#E8201E"", ""brand-dark"": ""#C41A18"", ""accent"": ""#FFD700""}",Scheme Communication | Retailer Home Menu | Invoice Upload Flow | Invoice Processing | Invoice Acknowledgment | Scheme Progress Update | Milestone Achievement | Invoice Ledger View | Earnings Dashboard | Engagement Nudges | Validation &amp; Exceptions | Brand Intelligence | Screen 1 · Scheme Communication | Screen 1 · Retailer Menu | Screen 1 · Invoice Upload | Screen 2 · Upload Guidance | Screen 1 · Processing State | Screen 1 · Invoice Acknowledgment | Screen 1 · Scheme Progress | Screen 1 · Milestone Achievement | Screen 1 · Invoice Ledger | Screen 1 · Earnings Dashboard | Screen 1 · Engagement Nudge,
sundar_masala,sunder_index.html,,hub,Sunder Masala,17,1,4,6,0,0,0,{},,
zydus,journey_collections_finance_ptp_incentives.html,automated_collections,inferred,Zydus Wellness,73,0,0,8,1,0,0,"{""brand"": ""#0072CE"", ""brand-l"": ""#1a85d8"", ""accent"": ""#00A859""}",,
